,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,
0,2015,96.65499805127283,90.65727877786202,161.01935413549455,13.709562870152261
1,2016,103.33211005993715,104.48408638148278,174.0330194264395,49.06793082639738
