,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2015,5,27.625835591689256
1,2015,6,23.03160248930378
2,2015,7,22.41972242512785
3,2015,8,19.430178671133437
4,2015,9,17.933446822308692
5,2015,10,16.68669786096258
6,2015,11,16.224326241134754
7,2015,12,13.931378935939197
8,2016,1,13.511363636363637
9,2016,2,15.365800000000004
10,2016,3,13.189924242424246
11,2016,4,17.602667814113598
12,2016,5,20.89648562300317
13,2016,6,22.894536525475754
14,2016,7,20.691457222645333
15,2016,8,20.73724489795919
16,2016,9,19.14490620490622
17,2016,10,15.985062713797026
18,2016,11,15.300115942028985
19,2016,12,11.361252653927817
