,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,9,18.284139784946237
1,2013,10,17.12389251997095
2,2013,11,12.971201413427567
3,2013,12,10.530303030303031
4,2014,1,11.423188405797102
5,2014,2,8.104040404040404
6,2014,3,15.30465313028765
7,2014,4,21.871187739463615
8,2014,5,18.023406862745063
9,2014,6,18.22535825545171
10,2014,7,19.488037068239255
11,2014,8,19.44739743589744
12,2014,9,17.056101511879056
13,2014,10,15.000724637681138
14,2014,11,9.513183279742764
15,2014,12,12.002032520325207
16,2015,1,11.216666666666663
17,2015,2,13.12446808510638
18,2015,3,14.348924731182803
19,2015,4,15.716519174041299
20,2015,5,23.903776041666646
21,2015,6,14.712035973976288
22,2015,7,19.454896100199264
23,2015,8,17.233558153477222
24,2015,9,15.985884773662548
25,2015,10,15.097485139460442
26,2015,11,12.323888888888892
27,2015,12,10.089523809523806
28,2016,1,9.757115009746588
29,2016,2,11.378041362530414
30,2016,3,12.360939794419973
31,2016,4,12.944415509259265
32,2016,5,15.63552311435524
33,2016,6,18.72907692307693
34,2016,7,19.203106554830686
35,2016,8,16.060607603530226
36,2016,9,15.33607778989456
37,2016,10,13.647996477322781
38,2016,11,12.822831474597272
39,2016,12,11.518108108108105
