,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,21
1,2013,7,102
2,2013,8,88
3,2013,9,83
4,2013,10,70
5,2013,11,330
6,2013,12,176
7,2014,1,109
8,2014,2,123
9,2014,3,343
10,2014,4,834
11,2014,5,1720
12,2014,6,2106
13,2014,7,2637
14,2014,8,2387
15,2014,9,1834
16,2014,10,1398
17,2014,11,624
18,2014,12,301
19,2015,1,355
20,2015,2,189
21,2015,3,775
22,2015,4,1213
23,2015,5,1579
24,2015,6,2155
25,2015,7,2589
26,2015,8,2342
27,2015,9,2161
28,2015,10,1879
29,2015,11,1070
30,2015,12,606
31,2016,1,508
32,2016,2,638
33,2016,3,1032
34,2016,4,1378
35,2016,5,1944
36,2016,6,2753
37,2016,7,2711
38,2016,8,2564
39,2016,9,2511
40,2016,10,2082
41,2016,11,1400
42,2016,12,515
