,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,80
1,2013,7,2719
2,2013,8,3549
3,2013,9,3446
4,2013,10,3298
5,2013,11,2028
6,2013,12,1166
7,2014,1,646
8,2014,2,690
9,2014,3,1416
10,2014,4,2448
11,2014,5,3281
12,2014,6,4865
13,2014,7,5666
14,2014,8,5321
15,2014,9,4309
16,2014,10,4074
17,2014,11,2248
18,2014,12,1754
19,2015,1,1325
20,2015,2,705
21,2015,3,1952
22,2015,4,2619
23,2015,5,3925
24,2015,6,5244
25,2015,7,6436
26,2015,8,6705
27,2015,9,6501
28,2015,10,6178
29,2015,11,4748
30,2015,12,3501
31,2016,1,2857
32,2016,2,3372
33,2016,3,4652
34,2016,4,5260
35,2016,5,6664
36,2016,6,8924
37,2016,7,8493
38,2016,8,9106
39,2016,9,8777
40,2016,10,8205
41,2016,11,7074
42,2016,12,3518
