,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,711
1,2013,10,680
2,2013,11,420
3,2013,12,180
4,2014,1,142
5,2014,2,173
6,2014,3,353
7,2014,4,568
8,2014,5,843
9,2014,6,1231
10,2014,7,1397
11,2014,8,1113
12,2014,9,825
13,2014,10,1013
14,2014,11,572
15,2014,12,526
16,2015,1,377
17,2015,2,214
18,2015,3,586
19,2015,4,800
20,2015,5,782
21,2015,6,965
22,2015,7,1075
23,2015,8,1134
24,2015,9,1049
25,2015,10,865
26,2015,11,664
27,2015,12,466
28,2016,1,422
29,2016,2,534
30,2016,3,721
31,2016,4,804
32,2016,5,832
33,2016,6,1105
34,2016,7,1043
35,2016,8,1041
36,2016,9,1167
37,2016,10,988
38,2016,11,783
39,2016,12,387
