,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,6,4.247215756081139
1,2013,7,4.385150894582641
2,2013,8,4.18757183929721
3,2013,9,1.468248157879933
4,2013,10,1.2182376736702354
5,2013,11,1.2385555029248638
6,2013,12,1.2565493206106528
7,2014,1,1.1498360511160957
8,2014,2,1.0061406512687454
9,2014,3,1.064787728070892
10,2014,4,1.1536854858482033
11,2014,5,1.1761348064922508
12,2014,6,1.1731453827319862
13,2014,7,1.1603518793070857
14,2014,8,1.2091362949340019
15,2014,9,1.2595742514034005
16,2014,10,1.2835895324281956
17,2014,11,1.1024717469055403
18,2014,12,0.9955984402258712
19,2015,1,1.116489907234124
20,2015,2,1.0711922316689326
21,2015,3,1.1979877505643415
22,2015,4,1.1391552831927605
23,2015,5,1.224537108573243
24,2015,6,1.2381658869344672
25,2015,7,1.2698748034034593
26,2015,8,1.159192461999447
27,2015,9,1.1771752550506294
28,2015,10,1.1524873396601354
29,2015,11,1.0506435132112892
30,2015,12,1.0553485211160338
31,2016,1,1.0425128609736742
32,2016,2,1.0178549821211291
33,2016,3,1.0889969570523859
34,2016,4,1.2329100577942775
35,2016,5,1.2787623486913544
36,2016,6,1.2044727498736896
37,2016,7,1.2430428546656915
38,2016,8,1.2731521161293406
39,2016,9,1.2290603247949887
40,2016,10,1.1598134796856767
41,2016,11,1.0860937712514214
42,2016,12,1.044792758444204
