,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,1
1,2013,7,585
2,2013,8,941
3,2013,9,488
4,2013,10,382
5,2013,11,192
6,2013,12,65
7,2014,1,59
8,2014,2,53
9,2014,3,191
10,2014,4,491
11,2014,5,587
12,2014,6,843
13,2014,7,1105
14,2014,8,1019
15,2014,9,889
16,2014,10,686
17,2014,11,323
18,2014,12,275
19,2015,1,144
20,2015,2,78
21,2015,3,282
22,2015,4,476
23,2015,5,772
24,2015,6,995
25,2015,7,1155
26,2015,8,1246
27,2015,9,1111
28,2015,10,860
29,2015,11,519
30,2015,12,331
31,2016,1,225
32,2016,2,247
33,2016,3,382
34,2016,4,569
35,2016,5,834
36,2016,6,1158
37,2016,7,1269
38,2016,8,1226
39,2016,9,1133
40,2016,10,1000
41,2016,11,610
42,2016,12,262
