,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,20
1,2013,8,473
2,2013,9,493
3,2013,10,488
4,2013,11,327
5,2013,12,184
6,2014,1,152
7,2014,2,125
8,2014,3,271
9,2014,4,428
10,2014,5,740
11,2014,6,787
12,2014,7,881
13,2014,8,887
14,2014,9,843
15,2014,10,772
16,2014,11,400
17,2014,12,338
18,2015,1,230
19,2015,2,156
20,2015,3,312
21,2015,4,473
22,2015,5,742
23,2015,6,873
24,2015,7,924
25,2015,8,926
26,2015,9,1194
27,2015,10,1034
28,2015,11,650
29,2015,12,414
30,2016,1,430
31,2016,2,508
32,2016,3,697
33,2016,4,739
34,2016,5,1015
35,2016,6,1270
36,2016,7,1054
37,2016,8,1077
38,2016,9,1096
39,2016,10,1068
40,2016,11,784
41,2016,12,333
