,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,464
1,2013,9,1379
2,2013,10,846
3,2013,11,441
4,2013,12,169
5,2014,1,110
6,2014,2,134
7,2014,3,414
8,2014,4,845
9,2014,5,1523
10,2014,6,1723
11,2014,7,2266
12,2014,8,2004
13,2014,9,1695
14,2014,10,1156
15,2014,11,563
16,2014,12,400
17,2015,1,225
18,2015,2,127
19,2015,3,431
20,2015,4,776
21,2015,5,1380
22,2015,6,2381
23,2015,7,2953
24,2015,8,2596
25,2015,9,2164
26,2015,10,1543
27,2015,11,962
28,2015,12,510
29,2016,1,486
30,2016,2,609
31,2016,3,871
32,2016,4,1282
33,2016,5,1938
34,2016,6,2360
35,2016,7,2434
36,2016,8,2343
37,2016,9,2122
38,2016,10,1688
39,2016,11,1070
40,2016,12,450
