,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,
0,2015,1481.3591290728368,1779.3791091296257,163.768086153495,100.60085761480495,
1,2016,1043.3691226796536,2776.8789034397073,219.53777431760298,109.40608630611611,1.472196868701627
