,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,1.8286164354221026,668.075040538106,636.0684781156659,342.98905648190447,208.81956547605878,7.601181476794037
1,2016,1.8286164354221026,1127.4114443685137,876.863337711022,400.4079229909945,293.86401258056407,0.8598845719544702
