,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2015,5,1.624472314391575
1,2015,6,1.5525432466813656
2,2015,7,1.3137308969285055
3,2015,8,1.6194113529020573
4,2015,9,1.5552708212271042
5,2015,10,1.5656116467913985
6,2015,11,1.379094100627833
7,2015,12,1.2458372904118993
8,2016,1,1.8028813754366189
9,2016,2,1.8584372732441512
10,2016,3,1.720249334387774
11,2016,4,1.5778561122320571
12,2016,5,1.4384889461313692
13,2016,6,1.5731009747686724
14,2016,7,1.5362354231519026
15,2016,8,1.5963751302898157
16,2016,9,1.5385618951893922
17,2016,10,1.5958630383653936
18,2016,11,1.4935012352723411
19,2016,12,1.1696754505186713
