,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,133
1,2013,8,2874
2,2013,9,4083
3,2013,10,4700
4,2013,11,3111
5,2013,12,2037
6,2014,1,1348
7,2014,2,1710
8,2014,3,2930
9,2014,4,4411
10,2014,5,6401
11,2014,6,7669
12,2014,7,8830
13,2014,8,8333
14,2014,9,7804
15,2014,10,7580
16,2014,11,4281
17,2014,12,3372
18,2015,1,2559
19,2015,2,1881
20,2015,3,3423
21,2015,4,5057
22,2015,5,5444
23,2015,6,7627
24,2015,7,8429
25,2015,8,8531
26,2015,9,7974
27,2015,10,8112
28,2015,11,5228
29,2015,12,3294
30,2016,1,3147
31,2016,2,3506
32,2016,3,5092
33,2016,4,5659
34,2016,5,7128
35,2016,6,8863
36,2016,7,8169
37,2016,8,9031
38,2016,9,8425
39,2016,10,7583
40,2016,11,5964
41,2016,12,2923
