,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,12.225867910977438,1581.1629712470865,2056.5029431171765,299.7915712448145,96.86525081117767,
1,2016,2.1286257382395846,2321.289230849992,1568.0963797724987,323.67340045708715,458.4226011398404,25.34488464342058
