,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,353
1,2013,7,5996
2,2013,8,9312
3,2013,9,6963
4,2013,10,4677
5,2013,11,1465
6,2013,12,263
7,2014,1,68
8,2014,2,93
9,2014,3,1103
10,2014,4,4840
11,2014,5,10708
12,2014,6,13028
13,2014,7,16350
14,2014,8,15031
15,2014,9,9264
16,2014,10,5295
17,2014,11,1239
18,2014,12,922
19,2015,1,323
20,2015,2,65
21,2015,3,2225
22,2015,4,4445
23,2015,5,9870
24,2015,6,14318
25,2015,7,20152
26,2015,8,16176
27,2015,9,12069
28,2015,10,6503
29,2015,11,2984
30,2015,12,813
31,2016,1,445
32,2016,2,1495
33,2016,3,3312
34,2016,4,5780
35,2016,5,10851
36,2016,6,12810
37,2016,7,18924
38,2016,8,13769
39,2016,9,13405
40,2016,10,8628
41,2016,11,3873
42,2016,12,506
