,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,4.333254642815403,421.38854275706143,124.26905830000432,93.13706507112522,68.22537275756663,15.80843119369228
1,2016,1.9645489170148003,356.2028209498809,311.4202242346897,78.77441345921056,89.64873659826425,9.777569214693251
