,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2015,4,1.0898994095096688
1,2015,5,1.5049105309800013
2,2015,6,1.358818402666086
3,2015,7,1.417040388661768
4,2015,8,1.4573595834973632
5,2015,9,1.0751347835961236
6,2015,10,1.131351984218777
7,2015,11,1.1118422537631871
8,2015,12,1.0292155340896036
9,2016,1,1.1018752779634462
10,2016,2,1.1057692403984671
11,2016,3,1.0459045301625243
12,2016,4,1.0981802057121801
13,2016,5,1.1177114040635214
14,2016,6,1.1055940924739134
15,2016,7,1.2910783461935562
16,2016,8,1.5125828537131834
17,2016,9,1.2662803290537707
18,2016,10,1.440741352877053
19,2016,11,1.0411151430082042
20,2016,12,1.1136575271587774
