,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1167
1,2013,9,1845
2,2013,10,2010
3,2013,11,901
4,2013,12,327
5,2014,1,294
6,2014,2,272
7,2014,3,570
8,2014,4,1478
9,2014,5,2328
10,2014,6,2428
11,2014,7,2718
12,2014,8,3013
13,2014,9,2050
14,2014,10,2144
15,2014,11,1025
16,2014,12,740
17,2015,1,433
18,2015,2,304
19,2015,3,935
20,2015,4,1282
21,2015,5,2088
22,2015,6,2471
23,2015,7,2863
24,2015,8,3058
25,2015,9,2740
26,2015,10,2374
27,2015,11,1442
28,2015,12,727
29,2016,1,629
30,2016,2,809
31,2016,3,1259
32,2016,4,1661
33,2016,5,2417
34,2016,6,2674
35,2016,7,3060
36,2016,8,2546
37,2016,9,2548
38,2016,10,2452
39,2016,11,1674
40,2016,12,529
