,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,2.647933304897485,28.466091740481883,150.04577232774903,0.8330539353582633,45.67521804203196,80.5912312515776
1,2016,,75.02065810666986,356.56789131220887,24.189202399822932,56.88443893700649,275.30962083191423
