,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,6,2.057014825270152
1,2013,7,2.1019009505777184
2,2013,8,1.7706724359303219
3,2013,9,1.7383554396166236
4,2013,10,1.4077409945552608
5,2013,11,1.46377819015521
6,2013,12,1.2325244012649779
7,2014,1,1.689765320554935
8,2014,2,1.4013482361431473
9,2014,3,1.3418801194273737
10,2014,4,1.4570697774036943
11,2014,5,1.605506535172169
12,2014,6,1.5615097312364863
13,2014,7,1.6376437584341133
14,2014,8,1.4933847706973604
15,2014,9,1.506223327808865
16,2014,10,1.5614044366256155
17,2014,11,1.3853516311101493
18,2014,12,1.4132920814994543
19,2015,1,1.5243411632084003
20,2015,2,1.4698135238450214
21,2015,3,1.6174067268323362
22,2015,4,1.5055650354340944
23,2015,5,1.6176114542082856
24,2015,6,1.5235264293651467
25,2015,7,1.5395286331271338
26,2015,8,1.5150050624590277
27,2015,9,1.5347852382320346
28,2015,10,1.5029182356358468
29,2015,11,1.4104531532592897
30,2015,12,1.4157612611871762
31,2016,1,1.3176259847996166
32,2016,2,1.4746141663073513
33,2016,3,1.5527721981776195
34,2016,4,1.5792780572402694
35,2016,5,1.5685483973474221
36,2016,6,1.6564915544874566
37,2016,7,1.6092944839227559
38,2016,8,1.5747187714779836
39,2016,9,1.610589597895234
40,2016,10,1.6347944781822965
41,2016,11,1.6437659397656805
42,2016,12,1.210669905049993
