,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,5.290762449442117,109.54342628011831,163.12354250929502,175.3855122381603,54.07664866386183
1,2016,6.2367158709084904,263.0450549133094,394.4854445847462,799.5560353775501,93.49585968094736
