,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,49
1,2013,7,1512
2,2013,8,3068
3,2013,9,3260
4,2013,10,3311
5,2013,11,2380
6,2013,12,1481
7,2014,1,740
8,2014,2,936
9,2014,3,2023
10,2014,4,3336
11,2014,5,4439
12,2014,6,4943
13,2014,7,4837
14,2014,8,4810
15,2014,9,4221
16,2014,10,3885
17,2014,11,2239
18,2014,12,2045
19,2015,1,1463
20,2015,2,974
21,2015,3,2241
22,2015,4,3024
23,2015,5,4391
24,2015,6,5659
25,2015,7,6145
26,2015,8,6133
27,2015,9,6121
28,2015,10,5766
29,2015,11,3075
30,2015,12,2298
31,2016,1,1742
32,2016,2,1916
33,2016,3,2916
34,2016,4,3293
35,2016,5,4528
36,2016,6,5452
37,2016,7,5585
38,2016,8,5512
39,2016,9,4916
40,2016,10,4271
41,2016,11,3516
42,2016,12,1887
