,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,5.4544105298227645,1419.494505000614,1053.818204312521,369.38501635608793,139.61059154638036
1,2016,2.3126850619159836,2141.2539455846177,1605.7262950000695,577.4231996912334,130.4661249367395
