,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2015,5,1.7472994274597742
1,2015,6,1.727643631178083
2,2015,7,1.825612456174843
3,2015,8,1.7730011666050576
4,2015,9,1.7902517627839112
5,2015,10,1.6421558807329022
6,2015,11,1.5656381603192044
7,2015,12,1.475939550699271
8,2016,1,1.4609371221350747
9,2016,2,1.8626380025094305
10,2016,3,1.7960364218980929
11,2016,4,1.7581211416831557
12,2016,5,1.7581204605172625
13,2016,6,1.8621243017714164
14,2016,7,1.9468670171442821
15,2016,8,1.9232055108470192
16,2016,9,1.806873912790899
17,2016,10,1.742544897336211
18,2016,11,1.688622181321005
19,2016,12,1.6174826797863158
