,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,9,1.1195622467954136
1,2013,10,1.0668340131919964
2,2013,11,0.9906305211551932
3,2013,12,0.9819112557658953
4,2014,1,1.0788398449234815
5,2014,2,0.943581223503709
6,2014,3,1.1104187765581002
7,2014,4,1.1208026698956255
8,2014,5,1.1734613177312256
9,2014,6,1.1922838938374267
10,2014,7,1.1925587299417366
11,2014,8,1.1923571017567476
12,2014,9,1.2476663967101291
13,2014,10,1.2688048954724114
14,2014,11,1.1576054659129191
15,2014,12,1.082102076245944
16,2015,1,1.1050867207228512
17,2015,2,1.0699527957391832
18,2015,3,1.1978409375744627
19,2015,4,1.2323389032668617
20,2015,5,1.199142464229865
21,2015,6,1.1638162005328403
22,2015,7,1.1536226961270497
23,2015,8,1.1744417398472609
24,2015,9,1.1795155507981714
25,2015,10,1.192653767890544
26,2015,11,1.1195268448366607
27,2015,12,1.1183556904437393
28,2016,1,1.030285987304526
29,2016,2,1.086167833787921
30,2016,3,1.1637565159603718
31,2016,4,1.1658969530928796
32,2016,5,1.1484855948416541
33,2016,6,1.2165980144910324
34,2016,7,1.114708570927535
35,2016,8,1.1468419111578387
36,2016,9,1.1456120453694003
37,2016,10,1.1303281672515924
38,2016,11,1.0542650784473777
39,2016,12,1.0079579499318414
