,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,15
1,2013,8,744
2,2013,9,1221
3,2013,10,952
4,2013,11,570
5,2013,12,248
6,2014,1,121
7,2014,2,125
8,2014,3,369
9,2014,4,791
10,2014,5,1298
11,2014,6,1661
12,2014,7,2091
13,2014,8,1905
14,2014,9,1767
15,2014,10,1573
16,2014,11,854
17,2014,12,633
18,2015,1,487
19,2015,2,144
20,2015,3,581
21,2015,4,1094
22,2015,5,1588
23,2015,6,1870
24,2015,7,2182
25,2015,8,2185
26,2015,9,1982
27,2015,10,1637
28,2015,11,953
29,2015,12,626
30,2016,1,488
31,2016,2,577
32,2016,3,843
33,2016,4,1114
34,2016,5,1432
35,2016,6,2161
36,2016,7,2176
37,2016,8,1781
38,2016,9,1696
39,2016,10,1546
40,2016,11,994
41,2016,12,365
