,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,34.69397083057164,2536.415612208294,3900.450737297341,1274.5315155712963,2331.563696663053,41.80201351371167
1,2016,,3817.920183424118,4917.574016882348,2499.773189770775,4270.8371715228695,53.9262207823238
