,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,,796.9050596851549,1138.484048619847,876.0044886702061,604.8142493854698,7.128907975522615
1,2014,8.263052020873342,3497.335892292812,4636.718436085875,2038.9536583185811,1933.2213839018789,49.837318516486015
2,2015,12.112353268904783,3364.3673251356176,4744.791072884346,2408.450907071008,2119.0570756792495,62.88213757370017
3,2016,8.610870758770266,4001.761277941915,6193.753783536215,3081.158015304095,2494.206236985836,39.56580515515875
