,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,190
1,2013,9,870
2,2013,10,1148
3,2013,11,854
4,2013,12,434
5,2014,1,279
6,2014,2,294
7,2014,3,558
8,2014,4,1013
9,2014,5,1241
10,2014,6,1613
11,2014,7,1796
12,2014,8,1913
13,2014,9,2435
14,2014,10,2188
15,2014,11,1082
16,2014,12,671
17,2015,1,629
18,2015,2,413
19,2015,3,802
20,2015,4,1499
21,2015,5,1374
22,2015,6,1675
23,2015,7,1966
24,2015,8,2001
25,2015,9,2515
26,2015,10,2291
27,2015,11,1443
28,2015,12,699
29,2016,1,743
30,2016,2,894
31,2016,3,1291
32,2016,4,1588
33,2016,5,1438
34,2016,6,2091
35,2016,7,1999
36,2016,8,2262
37,2016,9,2659
38,2016,10,2365
39,2016,11,1736
40,2016,12,538
