,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,8.76804554952324,1166.4907340946477,1895.5762859230604,755.526950533845,496.7012957312726,3.141348614360182
1,2014,10.783164082827213,7478.854624574071,6210.1914774542265,2760.1123965562088,2357.126058612845,14.43406309346756
2,2015,21.37240673735602,8876.360878693644,6699.792438600943,2731.4874178783807,2559.6136853618245,82.68090522821693
3,2016,32.64667079715451,9594.686713478597,7998.552780582681,2118.3643128935973,3575.0620081315433,93.00077036597591
