,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,98
1,2013,7,2199
2,2013,8,2585
3,2013,9,2458
4,2013,10,2135
5,2013,11,1185
6,2013,12,669
7,2014,1,429
8,2014,2,527
9,2014,3,1093
10,2014,4,1767
11,2014,5,2941
12,2014,6,3337
13,2014,7,4403
14,2014,8,4310
15,2014,9,3556
16,2014,10,2858
17,2014,11,1410
18,2014,12,1176
19,2015,1,813
20,2015,2,438
21,2015,3,1340
22,2015,4,1993
23,2015,5,3066
24,2015,6,3424
25,2015,7,4161
26,2015,8,4390
27,2015,9,3799
28,2015,10,3003
29,2015,11,1957
30,2015,12,1405
31,2016,1,915
32,2016,2,949
33,2016,3,1543
34,2016,4,1882
35,2016,5,2715
36,2016,6,3488
37,2016,7,3425
38,2016,8,3403
39,2016,9,3080
40,2016,10,2492
41,2016,11,2119
42,2016,12,981
