,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,2808
1,2013,9,2980
2,2013,10,2448
3,2013,11,1224
4,2013,12,604
5,2014,1,268
6,2014,2,337
7,2014,3,894
8,2014,4,1755
9,2014,5,3308
10,2014,6,4164
11,2014,7,4998
12,2014,8,4992
13,2014,9,4380
14,2014,10,3432
15,2014,11,1645
16,2014,12,1266
17,2015,1,787
18,2015,2,409
19,2015,3,1231
20,2015,4,2169
21,2015,5,2570
22,2015,6,3518
23,2015,7,3961
24,2015,8,5118
25,2015,9,4262
26,2015,10,3046
27,2015,11,1904
28,2015,12,1120
29,2016,1,800
30,2016,2,936
31,2016,3,1688
32,2016,4,1969
33,2016,5,3371
34,2016,6,4598
35,2016,7,4833
36,2016,8,4613
37,2016,9,4213
38,2016,10,3566
39,2016,11,2502
40,2016,12,1065
