,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,
0,2015,404.16989072216603,919.1881983881742,99.4524791807832,29.13960662053005
1,2016,1536.3016825251098,937.4799077221602,443.4006314069185,20.466354403213735
