,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,354
1,2013,7,5585
2,2013,8,5319
3,2013,9,4494
4,2013,10,3453
5,2013,11,1412
6,2013,12,754
7,2014,1,444
8,2014,2,575
9,2014,3,1047
10,2014,4,2270
11,2014,5,5537
12,2014,6,7062
13,2014,7,7716
14,2014,8,7108
15,2014,9,5261
16,2014,10,4006
17,2014,11,1549
18,2014,12,980
19,2015,1,662
20,2015,2,184
21,2015,3,1202
22,2015,4,2138
23,2015,5,4876
24,2015,6,6334
25,2015,7,8855
26,2015,8,7606
27,2015,9,6132
28,2015,10,4581
29,2015,11,2644
30,2015,12,1556
31,2016,1,1253
32,2016,2,1542
33,2016,3,2422
34,2016,4,3231
35,2016,5,5390
36,2016,6,7268
37,2016,7,7498
38,2016,8,6940
39,2016,9,6101
40,2016,10,4610
41,2016,11,3050
42,2016,12,1253
