,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,36
1,2013,7,495
2,2013,8,813
3,2013,9,658
4,2013,10,725
5,2013,11,406
6,2013,12,238
7,2014,1,162
8,2014,2,174
9,2014,3,318
10,2014,4,552
11,2014,5,715
12,2014,6,895
13,2014,7,970
14,2014,8,966
15,2014,9,983
16,2014,10,742
17,2014,11,447
18,2014,12,349
19,2015,1,238
20,2015,2,193
21,2015,3,374
22,2015,4,550
23,2015,5,607
24,2015,6,753
25,2015,7,952
26,2015,8,1071
27,2015,9,1070
28,2015,10,931
29,2015,11,537
30,2015,12,377
31,2016,1,366
32,2016,2,368
33,2016,3,576
34,2016,4,628
35,2016,5,669
36,2016,6,929
37,2016,7,858
38,2016,8,1110
39,2016,9,1040
40,2016,10,900
41,2016,11,676
42,2016,12,307
