,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,6,1.095973556756878
1,2013,7,1.2793367051603557
2,2013,8,1.0996481376280782
3,2013,9,0.9905252005894358
4,2013,10,1.0188765536460707
5,2013,11,0.9422961391857653
6,2013,12,0.9209514879846872
7,2014,1,0.8688353911477159
8,2014,2,0.7874068325297968
9,2014,3,0.9150481886173523
10,2014,4,0.9102464147978505
11,2014,5,0.9270083097568336
12,2014,6,0.9834543790273786
13,2014,7,0.9871385785107809
14,2014,8,0.9719790042721812
15,2014,9,0.9002369173668469
16,2014,10,0.8186753379978394
17,2014,11,0.8197265850070671
18,2014,12,0.852956628516666
19,2015,1,0.9017901013672769
20,2015,2,0.933728149497466
21,2015,3,0.8159562132611784
22,2015,4,0.8370756421066904
23,2015,5,0.8854433015530745
24,2015,6,1.0138343160138028
25,2015,7,0.9462856208283983
26,2015,8,0.9737457022438469
27,2015,9,0.8570085892350605
28,2015,10,0.9106044670772103
29,2015,11,0.8330588692931059
30,2015,12,0.8283987894466147
31,2016,1,0.8550040101438307
32,2016,2,0.8680355745813483
33,2016,3,0.8810485208969016
34,2016,4,0.9262125917756421
35,2016,5,1.026282410300186
36,2016,6,1.0589302431566285
37,2016,7,1.0102680444715093
38,2016,8,0.9658264942530788
39,2016,9,0.9775478660623327
40,2016,10,0.8970693862120338
41,2016,11,0.8723377831881866
42,2016,12,0.9288553958434934
