,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2015,4,50
1,2015,5,708
2,2015,6,1054
3,2015,7,1365
4,2015,8,1272
5,2015,9,1352
6,2015,10,1147
7,2015,11,694
8,2015,12,486
9,2016,1,415
10,2016,2,535
11,2016,3,732
12,2016,4,733
13,2016,5,1005
14,2016,6,1211
15,2016,7,1408
16,2016,8,1498
17,2016,9,1347
18,2016,10,1179
19,2016,11,952
20,2016,12,347
