,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,8,1.3758656643159977
1,2013,9,1.664321453782599
2,2013,10,1.687899222731562
3,2013,11,1.3079657270451366
4,2013,12,0.8758742003511696
5,2014,1,0.9355247271915057
6,2014,2,0.9368640047747065
7,2014,3,1.6937733614993795
8,2014,4,1.6332837078276674
9,2014,5,1.4400430947945981
10,2014,6,1.6076253720092797
11,2014,7,1.8544916183949394
12,2014,8,1.409006199730476
13,2014,9,1.7095399777163984
14,2014,10,1.8824520693242375
15,2014,11,1.6725065196234121
16,2014,12,0.7237657406066055
17,2015,1,0.4776084572890179
18,2015,2,0.753776923673539
19,2015,3,2.156502954382687
20,2015,4,1.6364158223747383
21,2015,5,1.5244625764629272
22,2015,6,1.5944760285852613
23,2015,7,1.5309032903987225
24,2015,8,1.4828918404808826
25,2015,9,1.5762513675578764
26,2015,10,1.7149076838096244
27,2015,11,1.2653686658762315
28,2015,12,1.3735665916408655
29,2016,1,1.1717651040640786
30,2016,2,1.1869573981247596
31,2016,3,1.4443121811473074
32,2016,4,1.3131501569121893
33,2016,5,1.314766548072017
34,2016,6,1.3421839844405485
35,2016,7,1.593148095953082
36,2016,8,1.486920833036884
37,2016,9,1.4148789706982807
38,2016,10,1.3917173764297706
39,2016,11,1.3362072526531135
40,2016,12,1.9741037889185584
