,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,39.74622728814925,66.96762853832719,24.65444990123162,8.390814587898454,7.913178761828784,
1,2014,,335.18166016782413,448.9512002265858,140.2342162662516,31.35020634132558,2.9557552336513653
2,2015,4.100068726626866,851.4218684171536,152.17731897253572,105.23031630065044,82.15596963510765,1.4465393912830498
3,2016,17.601706283522613,681.5320575951737,161.87252079928797,314.782545565373,85.83143349082363,2.8087412424575384
