,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,10
1,2013,7,459
2,2013,8,1138
3,2013,9,999
4,2013,10,938
5,2013,11,531
6,2013,12,243
7,2014,1,187
8,2014,2,213
9,2014,3,393
10,2014,4,722
11,2014,5,1318
12,2014,6,1806
13,2014,7,1974
14,2014,8,1922
15,2014,9,1629
16,2014,10,1273
17,2014,11,463
18,2014,12,408
19,2015,1,295
20,2015,2,159
21,2015,3,566
22,2015,4,967
23,2015,5,1388
24,2015,6,1619
25,2015,7,2180
26,2015,8,1931
27,2015,9,1617
28,2015,10,1594
29,2015,11,1001
30,2015,12,666
31,2016,1,452
32,2016,2,555
33,2016,3,947
34,2016,4,1060
35,2016,5,1593
36,2016,6,2175
37,2016,7,2259
38,2016,8,2305
39,2016,9,2119
40,2016,10,1878
41,2016,11,1425
42,2016,12,571
