,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,,544.0708092812519,783.3945370880164,508.74876121712754,159.07459567020555
1,2016,1.6376186181350603,820.542641212865,2141.535730122241,566.6295984260768,300.0496917301256
