,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,115
1,2013,8,632
2,2013,9,771
3,2013,10,684
4,2013,11,266
5,2013,12,129
6,2014,1,76
7,2014,2,67
8,2014,3,203
9,2014,4,389
10,2014,5,655
11,2014,6,798
12,2014,7,1120
13,2014,8,1045
14,2014,9,751
15,2014,10,655
16,2014,11,404
17,2014,12,358
18,2015,1,216
19,2015,2,139
20,2015,3,362
21,2015,4,499
22,2015,5,652
23,2015,6,778
24,2015,7,1067
25,2015,8,761
26,2015,9,791
27,2015,10,771
28,2015,11,455
29,2015,12,391
30,2016,1,316
31,2016,2,366
32,2016,3,451
33,2016,4,475
34,2016,5,598
35,2016,6,667
36,2016,7,777
37,2016,8,676
38,2016,9,672
39,2016,10,685
40,2016,11,510
41,2016,12,239
