,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1008
1,2013,9,1213
2,2013,10,1109
3,2013,11,622
4,2013,12,311
5,2014,1,162
6,2014,2,170
7,2014,3,474
8,2014,4,892
9,2014,5,1367
10,2014,6,1747
11,2014,7,2364
12,2014,8,1874
13,2014,9,1703
14,2014,10,1436
15,2014,11,772
16,2014,12,583
17,2015,1,340
18,2015,2,206
19,2015,3,743
20,2015,4,1120
21,2015,5,1497
22,2015,6,2060
23,2015,7,2611
24,2015,8,2701
25,2015,9,2326
26,2015,10,2159
27,2015,11,1320
28,2015,12,912
29,2016,1,719
30,2016,2,869
31,2016,3,1337
32,2016,4,1428
33,2016,5,2240
34,2016,6,2744
35,2016,7,2524
36,2016,8,2424
37,2016,9,1990
38,2016,10,1707
39,2016,11,1422
40,2016,12,571
