,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,
0,2013,517.820657498267,1102.3353512436368,868.8988858502634,566.0349271756535,2.3911760672755027
1,2014,2715.829710310485,4891.647897972152,3010.9259750969054,1406.643522957271,21.203363357741484
2,2015,5611.037793038267,6633.946885612595,2430.502157056209,1889.3238205457017,20.916478876803353
3,2016,6585.8955926334875,7700.694279798106,2291.053650198216,1765.9580185222496,29.73080271203539
