,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,
0,2013,155.34320887383112,142.90777709836382,89.62004218156217,40.849590553724234,
1,2014,767.8776510954565,649.477100342265,111.17466791008499,58.30291371720548,4.197137081424765
2,2015,472.63180399608484,864.240822755786,225.31080177887438,122.00766810868613,18.7185277415037
3,2016,322.2279292512002,703.6764921176853,220.28988109403065,337.2790741414241,134.98164001297567
