,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2015,4,1.0335000781806956
1,2015,5,1.0916414159529229
2,2015,6,1.2480307712463574
3,2015,7,1.2180271197497494
4,2015,8,1.174532961287593
5,2015,9,1.1562210135717474
6,2015,10,1.1729966139076333
7,2015,11,1.21122063627053
8,2015,12,1.0364424404909005
9,2016,1,1.0145211131234924
10,2016,2,1.0797933143553957
11,2016,3,0.9989286996183863
12,2016,4,1.1835241901253413
13,2016,5,1.196041946793992
14,2016,6,1.2432972415274932
15,2016,7,1.2148444812054942
16,2016,8,1.1687191227345395
17,2016,9,1.1862351876050041
18,2016,10,1.1838343143947871
19,2016,11,1.2024221054191557
20,2016,12,0.9778751050058747
