,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,60
1,2013,7,850
2,2013,8,1128
3,2013,9,1271
4,2013,10,1017
5,2013,11,487
6,2013,12,232
7,2014,1,120
8,2014,2,168
9,2014,3,377
10,2014,4,803
11,2014,5,1432
12,2014,6,1941
13,2014,7,2175
14,2014,8,1924
15,2014,9,1738
16,2014,10,1314
17,2014,11,493
18,2014,12,486
19,2015,1,385
20,2015,2,202
21,2015,3,458
22,2015,4,929
23,2015,5,1427
24,2015,6,2111
25,2015,7,2547
26,2015,8,2434
27,2015,9,1968
28,2015,10,1617
29,2015,11,963
30,2015,12,613
31,2016,1,477
32,2016,2,619
33,2016,3,994
34,2016,4,1219
35,2016,5,1730
36,2016,6,2193
37,2016,7,2254
38,2016,8,2023
39,2016,9,1696
40,2016,10,1463
41,2016,11,1081
42,2016,12,385
