,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,
0,2015,164.42689829020767,169.5924256655242,34.25933948106145,36.061168093768146,4.302493051278667
1,2016,1343.0165349927277,717.5427316405151,271.0474477197326,118.82558529709097,18.374607790614743
