,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,2165
1,2013,9,2691
2,2013,10,1769
3,2013,11,904
4,2013,12,321
5,2014,1,134
6,2014,2,198
7,2014,3,541
8,2014,4,1464
9,2014,5,2789
10,2014,6,3454
11,2014,7,4050
12,2014,8,4247
13,2014,9,3139
14,2014,10,2073
15,2014,11,1027
16,2014,12,674
17,2015,1,459
18,2015,2,239
19,2015,3,978
20,2015,4,962
21,2015,5,1947
22,2015,6,2962
23,2015,7,3542
24,2015,8,3366
25,2015,9,2968
26,2015,10,2118
27,2015,11,1384
28,2015,12,911
29,2016,1,640
30,2016,2,768
31,2016,3,1234
32,2016,4,1540
33,2016,5,2329
34,2016,6,2985
35,2016,7,3111
36,2016,8,3226
37,2016,9,2751
38,2016,10,2372
39,2016,11,1679
40,2016,12,524
