,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,2115
1,2013,9,2156
2,2013,10,1350
3,2013,11,635
4,2013,12,268
5,2014,1,122
6,2014,2,126
7,2014,3,474
8,2014,4,1471
9,2014,5,2282
10,2014,6,3358
11,2014,7,3710
12,2014,8,3655
13,2014,9,2774
14,2014,10,1353
15,2014,11,767
16,2014,12,587
17,2015,1,437
18,2015,2,211
19,2015,3,990
20,2015,4,1841
21,2015,5,2962
22,2015,6,3714
23,2015,7,4710
24,2015,8,4831
25,2015,9,4284
26,2015,10,3129
27,2015,11,1388
28,2015,12,808
29,2016,1,494
30,2016,2,640
31,2016,3,1083
32,2016,4,1955
33,2016,5,3203
34,2016,6,4922
35,2016,7,5187
36,2016,8,5168
37,2016,9,4778
38,2016,10,3631
39,2016,11,1558
40,2016,12,353
