,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,8,1.109010758385876
1,2013,9,1.0901739622638864
2,2013,10,1.0479428403840116
3,2013,11,1.0049170556980755
4,2013,12,0.9609307732700557
5,2014,1,0.9670770681963513
6,2014,2,0.8903396996668986
7,2014,3,1.0220337895783833
8,2014,4,1.0411876935098363
9,2014,5,1.0788586452814277
10,2014,6,1.1259974788465674
11,2014,7,1.122582800848228
12,2014,8,1.0875622087852692
13,2014,9,1.0608337500311278
14,2014,10,1.0445626992756545
15,2014,11,1.0292144261102223
16,2014,12,0.9719985277865556
17,2015,1,0.9763857136478311
18,2015,2,0.9453041120297546
19,2015,3,1.069562729202163
20,2015,4,1.0824976939859663
21,2015,5,1.1004307910631574
22,2015,6,1.1493684547402556
23,2015,7,1.1067690740793827
24,2015,8,1.0913927679406539
25,2015,9,1.1042462364612733
26,2015,10,1.0753721961780431
27,2015,11,1.0282019604795667
28,2015,12,0.9799653092424038
29,2016,1,0.9439014628429969
30,2016,2,0.9531332192141864
31,2016,3,0.9832423373480558
32,2016,4,1.0165603206523222
33,2016,5,1.0435879333164102
34,2016,6,1.0778236875740488
35,2016,7,1.0342917396652762
36,2016,8,1.0180718381533143
37,2016,9,1.0286656898850204
38,2016,10,1.0236920962941287
39,2016,11,0.9733886677905933
40,2016,12,0.8668354783956473
