,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,460
1,2013,10,752
2,2013,11,454
3,2013,12,170
4,2014,1,106
5,2014,2,54
6,2014,3,332
7,2014,4,1151
8,2014,5,1877
9,2014,6,2465
10,2014,7,2838
11,2014,8,2747
12,2014,9,2288
13,2014,10,1810
14,2014,11,860
15,2014,12,677
16,2015,1,411
17,2015,2,178
18,2015,3,963
19,2015,4,1503
20,2015,5,2287
21,2015,6,2649
22,2015,7,3708
23,2015,8,3100
24,2015,9,2697
25,2015,10,1866
26,2015,11,1124
27,2015,12,687
28,2016,1,424
29,2016,2,589
30,2016,3,968
31,2016,4,1264
32,2016,5,2141
33,2016,6,2878
34,2016,7,3328
35,2016,8,2802
36,2016,9,2535
37,2016,10,2159
38,2016,11,1446
39,2016,12,478
