,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,14.351025049986779,78.10107977309569,47.43611477787633,34.75477731309918,2.1053783632577585
1,2016,4.5683739118287,88.65638101047826,106.2884151737595,29.995115108228102,36.3141723396137
