,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,305
1,2013,9,769
2,2013,10,754
3,2013,11,510
4,2013,12,376
5,2014,1,288
6,2014,2,313
7,2014,3,547
8,2014,4,897
9,2014,5,1260
10,2014,6,1611
11,2014,7,1910
12,2014,8,1640
13,2014,9,1483
14,2014,10,1447
15,2014,11,870
16,2014,12,684
17,2015,1,598
18,2015,2,371
19,2015,3,864
20,2015,4,1168
21,2015,5,1341
22,2015,6,1611
23,2015,7,1883
24,2015,8,1864
25,2015,9,1758
26,2015,10,1606
27,2015,11,1104
28,2015,12,834
29,2016,1,559
30,2016,2,647
31,2016,3,975
32,2016,4,1041
33,2016,5,1405
34,2016,6,2033
35,2016,7,2225
36,2016,8,2026
37,2016,9,1910
38,2016,10,1685
39,2016,11,1268
40,2016,12,547
