,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,679
1,2013,8,2710
2,2013,9,3123
3,2013,10,3066
4,2013,11,1907
5,2013,12,1064
6,2014,1,596
7,2014,2,757
8,2014,3,1583
9,2014,4,2571
10,2014,5,3898
11,2014,6,4905
12,2014,7,5946
13,2014,8,4927
14,2014,9,3401
15,2014,10,4045
16,2014,11,2128
17,2014,12,1637
18,2015,1,1182
19,2015,2,696
20,2015,3,1669
21,2015,4,2272
22,2015,5,2526
23,2015,6,3316
24,2015,7,3996
25,2015,8,3981
26,2015,9,3612
27,2015,10,3108
28,2015,11,2149
29,2015,12,1339
30,2016,1,1001
31,2016,2,1245
32,2016,3,1955
33,2016,4,2228
34,2016,5,3050
35,2016,6,3913
36,2016,7,4389
37,2016,8,4668
38,2016,9,4363
39,2016,10,3867
40,2016,11,3104
41,2016,12,1340
