,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,503
1,2013,9,1460
2,2013,10,1171
3,2013,11,618
4,2013,12,304
5,2014,1,109
6,2014,2,136
7,2014,3,409
8,2014,4,1008
9,2014,5,1822
10,2014,6,2234
11,2014,7,2930
12,2014,8,2700
13,2014,9,2243
14,2014,10,1481
15,2014,11,705
16,2014,12,574
17,2015,1,475
18,2015,2,207
19,2015,3,777
20,2015,4,1403
21,2015,5,1945
22,2015,6,2410
23,2015,7,3079
24,2015,8,2937
25,2015,9,2618
26,2015,10,1944
27,2015,11,1099
28,2015,12,779
29,2016,1,443
30,2016,2,614
31,2016,3,1015
32,2016,4,1317
33,2016,5,1942
34,2016,6,2821
35,2016,7,3228
36,2016,8,2769
37,2016,9,2472
38,2016,10,2117
39,2016,11,1392
40,2016,12,506
