,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,309
1,2013,7,5338
2,2013,8,7771
3,2013,9,6560
4,2013,10,3803
5,2013,11,1376
6,2013,12,606
7,2014,1,296
8,2014,2,370
9,2014,3,1035
10,2014,4,3949
11,2014,5,8509
12,2014,6,11279
13,2014,7,14124
14,2014,8,13704
15,2014,9,8044
16,2014,10,4276
17,2014,11,1266
18,2014,12,885
19,2015,1,629
20,2015,2,288
21,2015,3,1937
22,2015,4,3592
23,2015,5,8085
24,2015,6,11487
25,2015,7,17119
26,2015,8,14935
27,2015,9,9953
28,2015,10,4949
29,2015,11,2686
30,2015,12,1098
31,2016,1,727
32,2016,2,1357
33,2016,3,2622
34,2016,4,4188
35,2016,5,8487
36,2016,6,11709
37,2016,7,14097
38,2016,8,11983
39,2016,9,9662
40,2016,10,5627
41,2016,11,2462
42,2016,12,614
