,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,
0,2015,148.80289206447105,104.47150721185085,8.428341570079754,1.9532143243143176,17.93841925586711
1,2016,194.09401408701336,172.83490560323986,39.30095503825524,35.27789092284636,30.890201367769684
