,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,50
1,2013,7,86
2,2013,10,18
3,2013,11,349
4,2013,12,182
5,2014,1,132
6,2014,2,153
7,2014,3,341
8,2014,4,901
9,2014,5,1831
10,2014,6,2177
11,2014,7,2272
12,2014,8,2547
13,2014,9,2114
14,2014,10,1474
15,2014,11,690
16,2014,12,489
17,2015,1,398
18,2015,2,177
19,2015,3,820
20,2015,4,1278
21,2015,5,1881
22,2015,6,2354
23,2015,7,2835
24,2015,8,2734
25,2015,9,2686
26,2015,10,1939
27,2015,11,1187
28,2015,12,606
29,2016,1,463
30,2016,2,573
31,2016,3,1036
32,2016,4,1218
33,2016,5,1916
34,2016,6,2653
35,2016,7,2593
36,2016,8,2371
37,2016,9,2294
38,2016,10,2019
39,2016,11,1136
40,2016,12,338
