,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,144
1,2013,7,2795
2,2013,8,3168
3,2013,9,3168
4,2013,10,2578
5,2013,11,1140
6,2013,12,439
7,2014,1,218
8,2014,2,249
9,2014,3,685
10,2014,4,1591
11,2014,5,2010
12,2014,6,3906
13,2014,7,5497
14,2014,8,4872
15,2014,9,3660
16,2014,10,2505
17,2014,11,1182
18,2014,12,800
19,2015,1,538
20,2015,2,288
21,2015,3,1184
22,2015,4,2076
23,2015,5,3519
24,2015,6,4828
25,2015,7,6442
26,2015,8,5357
27,2015,9,4710
28,2015,10,3212
29,2015,11,2075
30,2015,12,1341
31,2016,1,995
32,2016,2,1209
33,2016,3,1802
34,2016,4,2601
35,2016,5,3928
36,2016,6,5301
37,2016,7,6054
38,2016,8,5495
39,2016,9,4849
40,2016,10,3868
41,2016,11,2703
42,2016,12,1111
