,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,3615
1,2013,9,2911
2,2013,10,2336
3,2013,11,1126
4,2013,12,463
5,2014,1,276
6,2014,2,322
7,2014,3,667
8,2014,4,2113
9,2014,5,3680
10,2014,6,4032
11,2014,7,5156
12,2014,8,5158
13,2014,9,3867
14,2014,10,3261
15,2014,11,1411
16,2014,12,1052
17,2015,1,646
18,2015,2,391
19,2015,3,1149
20,2015,4,1783
21,2015,5,2549
22,2015,6,2965
23,2015,7,4421
24,2015,8,4365
25,2015,9,3378
26,2015,10,2526
27,2015,11,1540
28,2015,12,926
29,2016,1,653
30,2016,2,954
31,2016,3,1421
32,2016,4,1702
33,2016,5,2941
34,2016,6,3809
35,2016,7,4283
36,2016,8,3747
37,2016,9,3540
38,2016,10,2644
39,2016,11,1901
40,2016,12,673
