,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,
0,2015,364.7030306172116,982.967905338044,563.0636821265728,23.466491320690817
1,2016,1324.2876458848918,875.1190232006844,542.3526860091443,199.82036130572473
