,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,176
1,2013,9,351
2,2013,10,359
3,2013,11,249
4,2013,12,115
5,2014,1,67
6,2014,2,64
7,2014,3,173
8,2014,4,384
9,2014,5,679
10,2014,6,762
11,2014,7,987
12,2014,8,1075
13,2014,9,1047
14,2014,10,736
15,2014,11,408
16,2014,12,307
17,2015,1,205
18,2015,2,112
19,2015,3,323
20,2015,4,460
21,2015,5,562
22,2015,6,840
23,2015,7,1023
24,2015,8,884
25,2015,9,927
26,2015,10,759
27,2015,11,506
28,2015,12,351
29,2016,1,254
30,2016,2,233
31,2016,3,367
32,2016,4,382
33,2016,5,670
34,2016,6,888
35,2016,7,865
36,2016,8,799
37,2016,9,795
38,2016,10,580
39,2016,11,419
40,2016,12,235
